0,1,"Tallapoosa County, AL","1.093 (0.989,~1.196)","0.752 (0.217,~0.910)","8,277 (20.4)",855,"40,497",9.24\%
117,5,"Fluvanna County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,387 (5.2)",192,"26,783",4.69\%
118,5,"Franklin County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",154 (0.3),172,"56,195",0.58\%
119,5,"Greene County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",308 (1.6),163,"19,779",1.23\%
120,5,"Isle of Wight County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,387 (3.8)",387,"36,953",2.33\%
121,5,"Madison County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",154 (1.2),69,"13,295",1.45\%
122,5,"Prince George County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",308 (0.8),384,"38,082",0.52\%
123,5,"Pulaski County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",462 (1.4),89,"34,066",3.37\%
124,5,"Rockingham County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","2,929 (3.6)",938,"81,244",2.03\%
125,5,"Surry County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",308 (4.8),52,"6,474",3.85\%
126,5,"Sussex County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,387 (12.3)",302,"11,237",2.98\%
127,5,"Salem County, NJ","0.968 (0.895,~1.065)","0.946 (0.863,~1.028)","9,475 (15.1)",894,"62,607",9.73\%
128,5,"Lauderdale County, MS","1.238 (1.061,~1.701)","0.959 (0.889,~1.027)","11,655 (15.5)","1,412","75,317",6.52\%
129,5,"Baldwin County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)","2,571 (1.2)","3,544","218,022",0.71\%
130,5,"Bibb County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)",514 (2.3),438,"22,400",1.14\%
131,5,"Calhoun County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)","1,439 (1.3)","1,784","114,277",0.78\%
132,5,"Clarke County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)",925 (3.9),662,"23,920",1.36\%
133,5,"Dallas County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)","2,365 (6.2)","1,323","38,310",1.74\%
134,5,"Etowah County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)","3,188 (3.1)","2,121","102,501",1.46\%
135,5,"Russell County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)",205 (0.4),"1,368","57,781",0.15\%
136,5,"Shelby County, AL","3.505 (3.300,~3.715)","0.970 (0.281,~1.133)","3,599 (1.7)","3,283","215,707",1.07\%
137,5,"Terrebonne Parish, LA","3.278 (3.087,~3.475)","0.971 (0.318,~1.132)","11,724 (10.6)","3,035","111,021",2.80\%
138,5,"Sumner County, TN","3.286 (3.076,~3.485)","0.979 (0.915,~1.037)","9,195 (4.9)","3,433","187,149",2.13\%
139,5,"Clark County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)","6,625 (5.6)","1,233","117,360",3.81\%
140,5,"DeKalb County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)",563 (1.3),232,"43,226",1.72\%
141,5,"Fayette County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)",986 (4.3),189,"23,047",3.70\%
142,5,"Jasper County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)",281 (0.8),243,"33,370",0.82\%
143,5,"LaPorte County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)","4,228 (3.8)",911,"110,007",3.29\%
144,5,"Montgomery County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)","2,960 (7.7)",354,"38,346",5.93\%
145,5,"Tippecanoe County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)","1,550 (0.8)","1,211","193,048",0.91\%
146,5,"Vigo County, IN","3.240 (3.038,~3.460)","0.981 (0.913,~1.050)","1,409 (1.3)",651,"107,386",1.54\%
147,5,"Ouachita Parish, LA","0.947 (0.895,~1.007)","0.984 (0.259,~1.161)","20,038 (13.0)","4,870","154,475",2.32\%
148,5,"Craighead County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)","1,260 (1.2)","1,344","108,558",0.89\%
149,5,"Crittenden County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)","2,415 (5.0)","1,356","48,342",1.70\%
150,5,"Garland County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)","1,470 (1.5)","1,008","99,154",1.39\%
151,5,"Hempstead County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)",210 (1.0),239,"21,741",0.84\%
152,5,"Hot Spring County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)","1,155 (3.4)","1,546","33,701",0.71\%
153,5,"Lawrence County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)",945 (5.8),212,"16,434",4.25\%
154,5,"Miller County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)",525 (1.2),512,"43,592",0.98\%
155,5,"Sebastian County, AR","0.967 (0.889,~1.052)","0.986 (0.282,~1.177)","2,100 (1.6)","2,176","127,753",0.92\%
156,5,"Franklin County, PA","0.968 (0.821,~1.209)","0.987 (0.845,~1.110)","7,258 (4.7)","1,350","154,835",3.41\%
157,5,"Alamance County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","5,235 (3.1)","2,448","166,436",1.67\%
158,5,"Alexander County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)",255 (0.7),299,"37,353",0.67\%
159,5,"Brunswick County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","2,681 (2.0)","1,249","136,744",1.68\%
160,5,"Craven County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,532 (1.5)",699,"102,912",1.72\%
161,5,"Dare County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)",255 (0.7),209,"36,501",0.96\%
162,5,"Davidson County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","2,298 (1.4)","1,781","166,614",1.01\%
163,5,"Johnston County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","5,874 (2.9)","3,304","202,675",1.39\%
164,5,"Moore County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","2,553 (2.6)","1,009","98,682",1.98\%
165,5,"Nash County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,532 (1.6)","1,180","94,016",1.02\%
166,5,"Onslow County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,276 (0.6)","1,065","197,683",0.94\%
167,5,"Pamlico County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)",127 (1.0),68,"12,670",1.47\%
168,5,"Pitt County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,404 (0.8)","2,020","179,914",0.54\%
169,5,"Randolph County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","4,724 (3.3)","2,174","143,351",1.70\%
170,5,"Richmond County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,149 (2.6)",506,"44,887",1.78\%
171,5,"Rowan County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","6,129 (4.3)","2,197","141,262",2.18\%
172,5,"Stokes County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)",383 (0.8),291,"45,467",1.03\%
173,5,"Surry County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","1,276 (1.8)",954,"71,948",1.05\%
174,5,"Wayne County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","5,363 (4.4)","2,412","123,248",1.74\%
175,5,"Wilson County, NC","3.545 (3.310,~3.852)","0.988 (0.677,~1.084)","4,469 (5.5)","1,490","81,455",2.35\%
176,5,"Schuylkill County, PA","0.833 (0.709,~1.029)","1.000 (0.855,~1.134)","5,410 (3.8)",916,"142,067",5.57\%
177,5,"Tangipahoa Parish, LA","1.300 (1.109,~1.772)","1.002 (0.338,~1.179)","9,588 (7.2)","3,477","133,777",2.16\%
178,5,"Cumberland County, PA","0.820 (0.721,~0.996)","1.007 (0.892,~1.115)","9,074 (3.6)","1,286","251,423",5.52\%
179,5,"Jefferson County, TX","0.981 (0.889,~1.218)","1.020 (0.672,~1.130)","9,083 (3.6)","5,880","255,001",1.43\%
180,5,"Bullitt County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",642 (0.8),374,"81,069",1.34\%
181,5,"Christian County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)","1,028 (1.4)",501,"71,671",1.60\%
182,5,"Daviess County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)","1,156 (1.1)",765,"101,104",1.18\%
183,5,"Fulton County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",257 (4.2),84,"6,120",2.38\%
184,5,"Greenup County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",128 (0.4),110,"35,268",0.91\%
185,5,"Henderson County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",385 (0.8),344,"45,591",0.87\%
186,5,"McCracken County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",514 (0.8),366,"65,346",1.09\%
187,5,"Mason County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",128 (0.7),54,"17,150",1.85\%
188,5,"Pike County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)",385 (0.7),249,"58,402",1.20\%
189,5,"Warren County, KY","1.335 (1.113,~1.825)","1.029 (0.941,~1.108)","2,827 (2.2)","2,630","131,264",0.84\%
190,5,"Yolo County, CA","0.865 (0.794,~0.934)","1.030 (0.631,~1.159)","10,547 (4.8)","1,721","220,408",2.50\%
191,5,"Allen County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","4,735 (4.6)",740,"102,663",5.95\%
192,5,"Belmont County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","2,798 (4.1)",621,"67,505",4.19\%
193,5,"Brown County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",215 (0.5),129,"43,602",1.55\%
194,5,"Defiance County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",430 (1.1),144,"38,165",2.78\%
195,5,"Erie County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","2,905 (3.9)",575,"74,615",4.70\%
196,5,"Fairfield County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","3,443 (2.2)","1,387","155,782",2.31\%
197,5,"Guernsey County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",753 (1.9),117,"39,022",5.98\%
198,5,"Jefferson County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",215 (0.3),229,"65,767",0.87\%
199,5,"Lawrence County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",0 (0.0),283,"59,866",0.00\%
200,5,"Licking County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","5,273 (3.0)","1,281","175,769",3.83\%
201,5,"Muskingum County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",107 (0.1),236,"86,183",0.42\%
202,5,"Preble County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",215 (0.5),203,"40,997",0.99\%
203,5,"Richland County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","1,291 (1.1)",604,"121,099",1.99\%
204,5,"Scioto County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",107 (0.1),226,"75,502",0.44\%
205,5,"Washington County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)","2,367 (3.9)",203,"60,155",10.84\%
206,5,"Williams County, OH","3.414 (3.217,~3.614)","1.034 (0.967,~1.099)",322 (0.9),135,"36,804",2.22\%
207,5,"Cape May County, NJ","1.443 (1.212,~1.991)","1.036 (0.960,~1.106)","7,976 (8.6)",832,"92,560",10.46\%
208,5,"Trumbull County, OH","1.413 (1.209,~1.925)","1.041 (0.979,~1.110)","11,390 (5.7)","1,524","198,627",6.96\%
209,5,"Calcasieu Parish, LA","1.384 (1.194,~1.883)","1.045 (0.357,~1.205)","18,369 (9.0)","6,815","203,112",2.14\%
210,5,"Madison County, MS","0.855 (0.788,~0.935)","1.050 (0.976,~1.128)","9,567 (9.1)","2,422","105,630",2.73\%
211,5,"Ulster County, NY","1.298 (1.054,~1.813)","1.057 (0.919,~1.187)","9,416 (5.3)","2,062","178,599",4.46\%
212,5,"Adams County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",719 (0.7),518,"102,811",3.86\%
213,5,"Armstrong County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",251 (0.4),212,"65,263",3.30\%
214,5,"Blair County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",179 (0.1),284,"122,492",1.76\%
215,5,"Bradford County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",107 (0.2),85,"60,833",3.53\%
216,5,"Butler County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",539 (0.3),661,"187,888",2.27\%
217,5,"Cambria County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",107 (0.1),336,"131,730",0.89\%
218,5,"Carbon County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)","1,006 (1.6)",372,"64,227",7.53\%
219,5,"Columbia County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)","1,258 (1.9)",471,"65,456",7.43\%
220,5,"Crawford County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",35 (0.0),144,"85,063",0.69\%
221,5,"Fayette County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",179 (0.1),494,"130,441",1.01\%
222,5,"Greene County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",35 (0.1),116,"36,506",0.86\%
223,5,"Huntingdon County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",143 (0.3),308,"45,168",1.30\%
224,5,"Indiana County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",215 (0.3),320,"84,501",1.88\%
225,5,"Jefferson County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",35 (0.1),71,"43,641",1.41\%
226,5,"Lawrence County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",575 (0.7),391,"86,184",4.09\%
227,5,"Lycoming County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",719 (0.6),391,"113,664",5.12\%
228,5,"Mercer County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",323 (0.3),437,"110,683",2.06\%
229,5,"Mifflin County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",35 (0.1),120,"46,222",0.83\%
230,5,"Northumberland County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",467 (0.5),466,"91,083",2.79\%
231,5,"Pike County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",754 (1.3),526,"55,933",3.99\%
232,5,"Somerset County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",107 (0.1),134,"73,952",2.24\%
233,5,"Susquehanna County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",970 (2.4),214,"40,589",12.62\%
234,5,"Tioga County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",107 (0.3),38,"40,763",7.89\%
235,5,"Warren County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",35 (0.1),23,"39,498",4.35\%
236,5,"Washington County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",431 (0.2),840,"207,346",1.43\%
237,5,"Wayne County, PA","1.144 (1.025,~1.315)","1.065 (0.954,~1.165)",323 (0.6),160,"51,276",5.62\%
238,5,"Bossier Parish, LA","1.455 (1.239,~2.015)","1.073 (0.356,~1.246)","13,616 (10.7)","2,333","127,185",3.47\%
239,5,"Benton County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",470 (1.2),320,"40,545",0.94\%
240,5,"Chisago County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",156 (0.3),201,"55,922",0.50\%
241,5,"Clay County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","6,273 (9.8)",784,"63,955",5.10\%
242,5,"Fillmore County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",0 (0.0),63,"21,058",0.00\%
243,5,"Goodhue County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","1,411 (3.0)",196,"46,403",4.59\%
244,5,"Mower County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",313 (0.8),"1,101","40,011",0.18\%
245,5,"Olmsted County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","3,607 (2.3)","1,732","156,277",1.33\%
246,5,"Sherburne County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","1,254 (1.3)",723,"96,036",1.11\%
247,5,"Stearns County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","3,136 (2.0)","2,893","159,256",0.69\%
248,5,"Steele County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",313 (0.9),348,"36,803",0.57\%
249,5,"Winona County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)","2,509 (4.9)",261,"50,825",6.13\%
250,5,"Wright County, MN","1.207 (1.037,~1.645)","1.081 (1.011,~1.150)",784 (0.6),884,"136,349",0.57\%
251,5,"Angelina County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","5,235 (6.0)","1,796","87,092",2.51\%
252,5,"Bastrop County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,443 (2.8)","1,363","86,976",1.54\%
253,5,"Bowie County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","3,722 (3.9)",764,"94,324",4.19\%
254,5,"Brazos County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","5,584 (2.5)","4,055","226,758",1.18\%
255,5,"Burnet County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","1,047 (2.2)",557,"47,542",1.62\%
256,5,"Caldwell County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","3,024 (7.0)","1,145","43,247",2.27\%
257,5,"Cooke County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)",349 (0.9),223,"40,574",1.35\%
258,5,"Coryell County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)",581 (0.8),668,"74,808",0.75\%
259,5,"Ector County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","6,515 (4.0)","3,531","162,124",1.59\%
260,5,"Falls County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)",349 (2.0),127,"17,335",2.36\%
261,5,"Fayette County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","1,628 (6.4)",378,"25,349",3.70\%
262,5,"Grayson County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","1,512 (1.1)","1,118","133,991",1.16\%
263,5,"Harrison County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,675 (4.0)",693,"66,726",3.32\%
264,5,"Hays County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","4,420 (2.0)","5,012","222,631",0.76\%
265,5,"Johnson County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","3,490 (2.0)","1,861","171,361",1.61\%
266,5,"Kaufman County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,908 (2.3)","2,158","128,622",1.16\%
267,5,"Lee County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","1,163 (6.8)",173,"17,144",5.78\%
268,5,"Liberty County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","3,955 (4.6)",978,"86,323",3.48\%
269,5,"Nacogdoches County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","4,886 (7.4)","1,147","65,711",3.66\%
270,5,"Orange County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,326 (2.8)","1,477","83,572",1.35\%
271,5,"Potter County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","5,119 (4.3)","3,661","119,648",1.20\%
272,5,"San Patricio County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","3,024 (4.5)",935,"66,893",2.78\%
273,5,"Smith County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,675 (1.2)","2,524","230,221",0.91\%
274,5,"Taylor County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","2,675 (1.9)","1,126","137,640",2.04\%
275,5,"Victoria County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","4,886 (5.3)","3,448","92,035",1.22\%
276,5,"Wichita County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)","1,279 (1.0)","1,001","132,064",1.10\%
277,5,"Wood County, TX","3.729 (3.543,~3.921)","1.081 (0.704,~1.171)",814 (1.8),316,"45,129",2.22\%
278,5,"Sussex County, DE","1.144 (0.965,~1.572)","1.088 (1.004,~1.163)","18,739 (8.2)","5,839","229,286",3.29\%
279,5,"Carter County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",590 (1.0),522,"56,351",1.15\%
280,5,"Cheatham County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",689 (1.7),595,"40,439",1.18\%
281,5,"Dickson County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",196 (0.4),691,"53,446",0.29\%
282,5,"Dyer County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",787 (2.1),650,"37,320",1.23\%
283,5,"Hawkins County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",689 (1.2),472,"56,530",1.48\%
284,5,"Madison County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)","1,674 (1.7)","1,102","97,605",1.54\%
285,5,"Maury County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",689 (0.7),"1,257","94,340",0.56\%
286,5,"Robertson County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)","1,871 (2.6)","1,558","71,012",1.22\%
287,5,"Sevier County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)",689 (0.7),"1,886","97,892",0.37\%
288,5,"Wilson County, TN","0.967 (0.885,~1.059)","1.101 (1.008,~1.205)","2,265 (1.6)","2,290","140,625",1.00\%
289,5,"Monroe County, PA","3.401 (3.176,~3.696)","1.104 (1.020,~1.185)","15,437 (9.1)","1,634","169,507",7.59\%
290,5,"Florence County, SC","0.971 (0.872,~1.122)","1.107 (1.046,~1.166)","15,481 (11.2)","3,436","138,159",3.35\%
291,5,"Kent County, DE","1.068 (0.975,~1.200)","1.112 (1.035,~1.181)","15,450 (8.7)","2,287","178,550",4.72\%
292,5,"Copiah County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","5,051 (17.7)",954,"28,543",2.94\%
293,5,"DeSoto County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","5,592 (3.1)","3,658","182,001",0.85\%
294,5,"Harrison County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","6,494 (3.1)","2,520","206,650",1.43\%
295,5,"Jackson County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","7,576 (5.3)","2,276","143,277",1.85\%
296,5,"Lamar County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","2,525 (4.0)","1,220","62,447",1.15\%
297,5,"Lincoln County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","7,396 (21.6)",817,"34,205",5.02\%
298,5,"Pearl River County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","7,035 (12.7)",550,"55,387",7.09\%
299,5,"Pike County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","6,494 (16.4)",936,"39,563",3.85\%
300,5,"Quitman County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)",180 (2.6),269,"7,051",0.37\%
301,5,"Rankin County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","6,133 (4.0)","2,283","153,902",1.49\%
302,5,"Yazoo County, MS","3.292 (3.130,~3.450)","1.129 (1.072,~1.183)","2,164 (7.7)",831,"28,248",1.44\%
303,5,"Hinds County, MS","0.933 (0.861,~1.007)","1.143 (1.076,~1.211)","21,035 (8.9)","5,613","237,085",2.10\%
304,5,"Martin County, FL","1.040 (0.925,~1.164)","1.147 (1.024,~1.266)","7,850 (4.9)","3,825","160,912",2.46\%
305,5,"Broome County, NY","0.900 (0.824,~1.003)","1.158 (1.047,~1.268)","7,396 (3.9)","1,126","191,659",6.13\%
306,5,"Bay County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","4,145 (2.2)","4,440","185,287",1.15\%
307,5,"Citrus County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","2,925 (2.0)","1,539","147,929",2.34\%
308,5,"Gadsden County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","1,706 (3.7)","1,884","45,894",1.11\%
309,5,"Hernando County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","3,819 (2.0)","2,022","190,865",2.32\%
310,5,"Highlands County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","3,007 (2.9)","1,435","105,424",2.58\%
311,5,"Indian River County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","4,551 (2.9)","2,523","157,413",2.22\%
312,5,"Leon County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","1,950 (0.7)","4,965","292,502",0.48\%
313,5,"Nassau County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)",894 (1.0),"1,233","85,832",0.89\%
314,5,"Okaloosa County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","3,332 (1.6)","3,502","207,269",1.17\%
315,5,"Okeechobee County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)",975 (2.3),"1,039","41,537",1.15\%
316,5,"Putnam County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","2,113 (2.8)","1,508","74,163",1.72\%
317,5,"Santa Rosa County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","3,007 (1.7)","3,939","179,349",0.94\%
318,5,"Sumter County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","3,332 (2.6)","1,303","128,754",3.15\%
319,5,"Union County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)",406 (2.7),310,"14,940",1.61\%
320,5,"Walton County, FL","3.837 (3.667,~4.022)","1.178 (1.117,~1.243)","1,219 (1.7)","1,408","71,375",1.07\%
321,5,"Aiken County, SC","3.662 (3.492,~3.832)","1.256 (1.202,~1.309)","6,987 (4.1)","1,868","169,401",2.03\%
322,5,"Anderson County, SC","3.662 (3.492,~3.832)","1.256 (1.202,~1.309)","11,584 (5.8)","2,335","200,482",2.70\%
323,5,"Bamberg County, SC","3.662 (3.492,~3.832)","1.256 (1.202,~1.309)","4,045 (28.3)",473,"14,275",4.65\%
324,5,"Darlington County, SC","3.662 (3.492,~3.832)","1.256 (1.202,~1.309)","6,435 (9.6)","1,295","66,802",2.70\%
325,5,"Dillon County, SC","3.662 (3.492,~3.832)","1.256 (1.202,~1.309)","4,413 (14.4)",642,"30,599",3.74\%
